1,1,176.42,240.89,139.37,62.662,1,1,1
1,2,281.21,145.81,115.6,77.788,1,1,1
1,3,542.67,186.87,49.698,78.868,1,1,1
2,1,176.33,240.89,139.37,63.327,1,1,1
2,2,281.05,145.73,115.93,77.954,1,1,1
2,3,542.83,187.28,49.698,78.203,1,1,1
3,1,176.25,240.89,139.37,63.992,1,1,1
3,2,280.88,145.65,116.27,78.12,1,1,1
3,3,543,187.7,49.698,77.538,1,1,1
4,1,176.17,240.89,139.37,64.657,1,1,1
4,2,280.72,145.56,116.6,78.286,1,1,1
4,3,543.17,188.11,49.698,76.874,1,1,1
5,1,176.08,240.89,139.37,65.322,1,1,1
5,2,280.55,145.48,116.93,78.453,1,1,1
5,3,543.33,188.53,49.698,76.209,1,1,1
6,1,176,240.89,139.37,65.987,1,1,1
6,2,280.38,145.4,117.26,78.619,1,1,1
6,3,543.5,188.94,49.698,75.544,1,1,1
7,1,175.92,240.89,139.37,66.651,1,1,1
7,2,280.22,145.31,117.6,78.785,1,1,1
7,3,543.66,189.36,49.698,74.879,1,1,1
8,1,175.83,240.89,139.37,67.316,1,1,1
8,2,280.05,145.23,117.93,78.951,1,1,1
8,3,543.83,189.78,49.698,74.214,1,1,1
9,1,175.75,240.89,139.37,67.981,1,1,1
9,2,279.88,145.15,118.26,79.117,1,1,1
9,3,544,190.19,49.698,73.549,1,1,1
10,1,175.67,240.89,139.37,68.646,1,1,1
10,2,279.72,145.06,118.59,79.284,1,1,1
10,3,544.16,190.61,49.698,72.884,1,1,1
11,1,175.59,240.89,139.37,69.311,1,1,1
11,2,279.55,144.98,118.93,79.45,1,1,1
11,3,544.33,191.02,49.698,72.22,1,1,1
12,1,175.5,240.89,139.37,69.976,1,1,1
12,2,279.39,144.9,119.26,79.616,1,1,1
12,3,544.5,191.44,49.698,71.555,1,1,1
13,1,175.42,240.89,139.37,70.641,1,1,1
13,2,279.22,144.81,119.59,79.782,1,1,1
13,3,544.66,191.85,49.698,70.89,1,1,1
14,1,175.34,240.89,139.37,71.305,1,1,1
14,2,279.05,144.73,119.92,79.949,1,1,1
14,3,544.83,192.27,49.698,70.225,1,1,1
15,1,175.17,240.97,139.37,71.305,1,1,1
15,2,278.55,144.57,120.26,79.949,1,1,1
15,3,545.04,192.27,49.49,70.225,1,1,1
16,1,175,241.05,139.37,71.305,1,1,1
16,2,278.06,144.4,120.59,79.949,1,1,1
16,3,545.24,192.27,49.282,70.225,1,1,1
17,1,174.84,241.14,139.37,71.305,1,1,1
17,2,277.56,144.23,120.92,79.949,1,1,1
17,3,545.45,192.27,49.074,70.225,1,1,1
18,1,174.67,241.22,139.37,71.305,1,1,1
18,2,277.06,144.07,121.25,79.949,1,1,1
18,3,545.66,192.27,48.867,70.225,1,1,1
19,1,174.5,241.3,139.37,71.305,1,1,1
19,2,276.56,143.9,121.58,79.949,1,1,1
19,3,545.87,192.27,48.659,70.225,1,1,1
20,1,174.34,241.38,139.37,71.305,1,1,1
20,2,276.06,143.73,121.92,79.949,1,1,1
20,3,546.07,192.27,48.451,70.225,1,1,1
21,1,174.17,241.47,139.37,71.305,1,1,1
21,2,275.56,143.57,122.25,79.949,1,1,1
21,3,546.28,192.27,48.243,70.225,1,1,1
22,1,174.01,241.55,139.37,71.305,1,1,1
22,2,275.06,143.4,122.58,79.949,1,1,1
22,3,546.49,192.27,48.036,70.225,1,1,1
23,1,173.84,241.63,139.37,71.305,1,1,1
23,2,274.57,143.24,122.91,79.949,1,1,1
23,3,546.7,192.27,47.828,70.225,1,1,1
24,1,173.67,241.72,139.37,71.305,1,1,1
24,2,274.07,143.07,123.25,79.949,1,1,1
24,3,546.91,192.27,47.62,70.225,1,1,1
25,1,173.51,241.8,139.37,71.305,1,1,1
25,2,273.57,142.9,123.58,79.949,1,1,1
25,3,547.11,192.27,47.412,70.225,1,1,1
26,1,173.34,241.88,139.37,71.305,1,1,1
26,2,273.07,142.74,123.91,79.949,1,1,1
26,3,547.32,192.27,47.205,70.225,1,1,1
27,1,173.18,241.97,139.37,71.305,1,1,1
27,2,272.57,142.57,124.24,79.949,1,1,1
27,3,547.53,192.27,46.997,70.225,1,1,1
28,1,172.68,241.97,139.37,71.472,1,1,1
28,2,272.57,142.57,124.24,80.364,1,1,1
28,3,547.74,192.27,46.789,70.225,1,1,1
29,1,172.18,241.97,139.37,71.638,1,1,1
29,2,272.57,142.57,124.24,80.78,1,1,1
29,3,547.94,192.27,46.581,70.225,1,1,1
30,1,171.68,241.97,139.37,71.804,1,1,1
30,2,272.57,142.57,124.24,81.195,1,1,1
30,3,548.15,192.27,46.373,70.225,1,1,1
31,1,171.18,241.97,139.37,71.97,1,1,1
31,2,272.57,142.57,124.24,81.611,1,1,1
31,3,548.36,192.27,46.166,70.225,1,1,1
32,1,170.68,241.97,139.37,72.137,1,1,1
32,2,272.57,142.57,124.24,82.026,1,1,1
32,3,548.57,192.27,45.958,70.225,1,1,1
33,1,170.18,241.97,139.37,72.303,1,1,1
33,2,272.57,142.57,124.24,82.442,1,1,1
33,3,548.78,192.27,45.75,70.225,1,1,1
34,1,169.68,241.97,139.37,72.469,1,1,1
34,2,272.57,142.57,124.24,82.857,1,1,1
34,3,548.98,192.27,45.542,70.225,1,1,1
35,1,169.19,241.97,139.37,72.635,1,1,1
35,2,272.57,142.57,124.24,83.273,1,1,1
35,3,549.19,192.27,45.335,70.225,1,1,1
36,1,168.69,241.97,139.37,72.801,1,1,1
36,2,272.57,142.57,124.24,83.688,1,1,1
36,3,549.4,192.27,45.127,70.225,1,1,1
37,1,168.19,241.97,139.37,72.968,1,1,1
37,2,272.57,142.57,124.24,84.104,1,1,1
37,3,549.61,192.27,44.919,70.225,1,1,1
38,1,167.69,241.97,139.37,73.134,1,1,1
38,2,272.57,142.57,124.24,84.519,1,1,1
38,3,549.81,192.27,44.711,70.225,1,1,1
39,1,167.19,241.97,139.37,73.3,1,1,1
39,2,272.57,142.57,124.24,84.935,1,1,1
39,3,550.02,192.27,44.504,70.225,1,1,1
40,1,166.69,241.97,139.37,73.466,1,1,1
40,2,272.57,142.57,124.24,85.35,1,1,1
40,3,550.23,192.27,44.296,70.225,1,1,1
41,1,166.52,241.97,139.54,73.745,1,1,1
41,2,272.33,142.57,124.42,85.35,1,1,1
41,3,550.4,192.27,44.122,70.225,1,1,1
42,1,166.34,241.97,139.72,74.024,1,1,1
42,2,272.08,142.57,124.59,85.35,1,1,1
42,3,550.58,192.27,43.947,70.225,1,1,1
43,1,166.17,241.97,139.89,74.303,1,1,1
43,2,271.84,142.57,124.77,85.35,1,1,1
43,3,550.75,192.27,43.773,70.225,1,1,1
44,1,166,241.97,140.07,74.581,1,1,1
44,2,271.59,142.57,124.94,85.35,1,1,1
44,3,550.93,192.27,43.599,70.225,1,1,1
45,1,165.82,241.97,140.24,74.86,1,1,1
45,2,271.35,142.57,125.12,85.35,1,1,1
45,3,551.1,192.27,43.425,70.225,1,1,1
46,1,165.65,241.97,140.42,75.139,1,1,1
46,2,271.11,142.57,125.29,85.35,1,1,1
46,3,551.28,192.27,43.25,70.225,1,1,1
47,1,165.47,241.97,140.59,75.418,1,1,1
47,2,270.86,142.57,125.46,85.35,1,1,1
47,3,551.45,192.27,43.076,70.225,1,1,1
48,1,165.3,241.97,140.76,75.697,1,1,1
48,2,270.62,142.57,125.64,85.35,1,1,1
48,3,551.62,192.27,42.902,70.225,1,1,1
