1,1,299.58,200.91,58.341,34.572,1,1,1
1,2,316.87,99.355,44.296,39.974,1,1,1
1,3,333.07,14.005,51.859,41.055,1,1,1
2,1,299.33,202.17,58.341,34.572,1,1,1
2,2,317.18,100.44,44.296,39.974,1,1,1
2,3,330.37,14.005,51.859,41.055,1,1,1
3,1,299.08,203.43,58.341,34.572,1,1,1
3,2,317.48,101.52,44.296,39.974,1,1,1
3,3,327.67,14.005,51.859,41.055,1,1,1
4,1,298.82,204.69,58.341,34.572,1,1,1
4,2,317.79,102.6,44.296,39.974,1,1,1
4,3,327.52,15.008,51.859,41.055,1,1,1
5,1,298.57,205.95,58.341,34.572,1,1,1
5,2,318.1,103.68,44.296,39.974,1,1,1
5,3,327.36,16.011,51.859,41.055,1,1,1
6,1,298.32,207.21,58.341,34.572,1,1,1
6,2,318.41,104.76,44.296,39.974,1,1,1
6,3,327.21,17.014,51.859,41.055,1,1,1
7,1,298.07,208.47,58.341,34.572,1,1,1
7,2,318.72,105.84,44.296,39.974,1,1,1
7,3,327.05,18.018,51.859,41.055,1,1,1
8,1,297.82,209.73,58.341,34.572,1,1,1
8,2,319.03,106.92,44.296,39.974,1,1,1
8,3,326.9,19.021,51.859,41.055,1,1,1
9,1,297.56,211,58.341,34.572,1,1,1
9,2,318.67,108.36,44.296,39.974,1,1,1
9,3,326.74,20.024,51.859,41.055,1,1,1
10,1,297.31,212.26,58.341,34.572,1,1,1
10,2,318.31,109.8,44.296,39.974,1,1,1
10,3,326.59,21.027,51.859,41.055,1,1,1
11,1,297.06,213.52,58.341,34.572,1,1,1
11,2,317.95,111.24,44.296,39.974,1,1,1
11,3,326.44,22.031,51.859,41.055,1,1,1
12,1,296.81,214.78,58.341,34.572,1,1,1
12,2,317.59,112.68,44.296,39.974,1,1,1
12,3,326.28,23.034,51.859,41.055,1,1,1
13,1,296.56,216.04,58.341,34.572,1,1,1
13,2,317.23,114.12,44.296,39.974,1,1,1
13,3,326.13,24.037,51.859,41.055,1,1,1
14,1,296.3,217.3,58.341,34.572,1,1,1
14,2,316.87,115.56,44.296,39.974,1,1,1
14,3,325.97,25.04,51.859,41.055,1,1,1
15,1,296.05,218.56,58.341,34.572,1,1,1
15,2,316.87,116.64,44.296,39.974,1,1,1
15,3,325.82,26.043,51.859,41.055,1,1,1
16,1,295.8,219.82,58.341,34.572,1,1,1
16,2,316.87,117.72,44.296,39.974,1,1,1
16,3,325.66,27.047,51.859,41.055,1,1,1
17,1,295.55,221.08,58.341,34.572,1,1,1
17,2,316.87,118.8,44.296,39.974,1,1,1
17,3,325.51,28.05,51.859,41.055,1,1,1
18,1,295.29,222.34,58.341,34.572,1,1,1
18,2,316.45,119.99,44.296,39.974,1,1,1
18,3,325.28,29.67,51.859,41.055,1,1,1
19,1,295.04,223.6,58.341,34.572,1,1,1
19,2,316.04,121.17,44.296,39.974,1,1,1
19,3,325.05,31.291,51.859,41.055,1,1,1
20,1,294.79,224.86,58.341,34.572,1,1,1
20,2,315.62,122.36,44.296,39.974,1,1,1
20,3,324.82,32.912,51.859,41.055,1,1,1
21,1,294.54,226.12,58.341,34.572,1,1,1
21,2,315.2,123.54,44.296,39.974,1,1,1
21,3,324.58,34.532,51.859,41.055,1,1,1
22,1,294.29,227.38,58.341,34.572,1,1,1
22,2,314.79,124.72,44.296,39.974,1,1,1
22,3,324.35,36.153,51.859,41.055,1,1,1
23,1,294.03,228.64,58.341,34.572,1,1,1
