1,-1,321.29,96.41,40.38,39.79,0.64,-1,-1,-1
1,-1,330.73,7.09,44.26,35.89,0.53,-1,-1,-1
1,-1,308.88,198.03,48.65,41.31,0.52,-1,-1,-1
1,-1,104.56,160.54,23.46,22.37,0.34,-1,-1,-1
1,-1,62.88,203.54,28.06,27.11,0.32,-1,-1,-1
1,-1,174.11,222.46,24.27,24.51,0.21,-1,-1,-1
1,-1,126.19,41.68,22.31,21.56,0.16,-1,-1,-1
1,-1,134.01,229.47,34.47,37.56,0.13,-1,-1,-1
1,-1,306.81,66.39,20.61,20.63,0.12,-1,-1,-1
1,-1,334.71,115.22,31.89,31.88,0.11,-1,-1,-1
1,-1,337.77,151.09,32.11,25.68,0.09,-1,-1,-1
1,-1,116.8,128.2,20.87,19.38,0.09,-1,-1,-1
1,-1,276.6,195.22,56.35,50.03,0.08,-1,-1,-1
1,-1,67.23,174.99,22.38,21.52,0.08,-1,-1,-1
1,-1,90.42,187.43,21.22,20.14,0.06,-1,-1,-1
1,-1,222.9,106.0,20.38,19.93,0.06,-1,-1,-1
1,-1,292.38,78.78,20.22,20.65,0.05,-1,-1,-1
1,-1,233.28,253.25,23.06,23.45,0.05,-1,-1,-1
1,-1,90.63,197.98,20.32,21.36,0.05,-1,-1,-1
1,-1,276.66,176.97,34.5,39.57,0.05,-1,-1,-1
1,-1,323.91,160.74,44.13,37.85,0.05,-1,-1,-1
2,-1,301.26,195.2,52.99,43.7,0.66,-1,-1,-1
2,-1,322.62,99.66,41.82,42.17,0.62,-1,-1,-1
2,-1,329.69,7.2,47.03,39.03,0.48,-1,-1,-1
2,-1,63.86,205.35,27.34,26.14,0.38,-1,-1,-1
2,-1,103.96,161.61,22.26,21.36,0.29,-1,-1,-1
2,-1,173.85,222.3,25.06,25.34,0.24,-1,-1,-1
2,-1,117.26,128.06,20.92,19.81,0.11,-1,-1,-1
2,-1,135.36,232.26,31.06,29.77,0.09,-1,-1,-1
2,-1,126.88,43.07,21.1,20.82,0.09,-1,-1,-1
2,-1,292.37,78.77,20.78,21.41,0.08,-1,-1,-1
2,-1,337.77,151.06,31.81,25.01,0.07,-1,-1,-1
2,-1,233.08,253.55,23.49,23.83,0.07,-1,-1,-1
2,-1,66.3,176.49,22.29,21.17,0.07,-1,-1,-1
2,-1,306.04,67.68,20.34,20.42,0.07,-1,-1,-1
2,-1,221.78,112.19,21.08,20.87,0.07,-1,-1,-1
2,-1,275.92,201.23,35.56,43.19,0.06,-1,-1,-1
2,-1,184.11,211.38,22.42,21.9,0.06,-1,-1,-1
2,-1,229.58,207.02,29.29,25.67,0.06,-1,-1,-1
2,-1,270.71,30.87,21.51,21.42,0.06,-1,-1,-1
2,-1,90.64,187.76,20.97,19.7,0.05,-1,-1,-1
3,-1,320.02,97.86,41.96,41.05,0.7,-1,-1,-1
3,-1,302.77,197.05,51.17,41.96,0.7,-1,-1,-1
3,-1,330.58,7.96,46.55,38.2,0.63,-1,-1,-1
3,-1,103.86,163.72,21.57,21.18,0.18,-1,-1,-1
3,-1,64.38,207.22,24.48,23.77,0.17,-1,-1,-1
3,-1,173.91,222.0,25.2,25.38,0.17,-1,-1,-1
3,-1,117.04,127.54,21.63,20.6,0.16,-1,-1,-1
3,-1,292.04,78.48,21.86,22.38,0.12,-1,-1,-1
3,-1,232.89,254.52,23.49,23.59,0.08,-1,-1,-1
3,-1,127.0,43.91,20.97,20.53,0.08,-1,-1,-1
3,-1,336.8,119.0,26.79,27.16,0.08,-1,-1,-1
3,-1,183.86,210.92,22.72,22.48,0.08,-1,-1,-1
3,-1,340.8,152.59,24.05,21.99,0.07,-1,-1,-1
3,-1,305.76,68.3,20.9,20.93,0.07,-1,-1,-1
3,-1,280.84,201.05,46.01,43.05,0.07,-1,-1,-1
3,-1,135.96,233.03,30.23,28.98,0.07,-1,-1,-1
3,-1,222.04,113.54,20.36,20.1,0.06,-1,-1,-1
3,-1,188.95,139.92,19.92,19.34,0.06,-1,-1,-1
3,-1,229.65,207.17,29.53,25.69,0.06,-1,-1,-1
3,-1,65.63,183.82,22.74,22.6,0.06,-1,-1,-1
3,-1,221.88,154.93,22.73,21.62,0.06,-1,-1,-1
4,-1,320.89,98.99,42.19,43.11,0.8,-1,-1,-1
4,-1,303.73,198.48,49.98,40.82,0.69,-1,-1,-1
4,-1,328.3,8.98,48.64,38.94,0.67,-1,-1,-1
4,-1,64.07,208.59,24.82,23.72,0.28,-1,-1,-1
4,-1,103.84,165.42,22.33,21.71,0.14,-1,-1,-1
4,-1,292.29,78.47,22.28,22.64,0.13,-1,-1,-1
4,-1,117.61,128.14,21.17,20.02,0.1,-1,-1,-1
4,-1,176.18,230.58,22.92,22.44,0.1,-1,-1,-1
4,-1,127.32,44.82,20.87,20.39,0.1,-1,-1,-1
4,-1,340.75,152.57,24.02,22.03,0.08,-1,-1,-1
4,-1,305.76,68.99,21.22,21.24,0.08,-1,-1,-1
4,-1,232.99,254.8,23.31,23.19,0.07,-1,-1,-1
4,-1,280.63,201.84,45.32,42.29,0.07,-1,-1,-1
4,-1,184.53,211.16,22.11,21.69,0.06,-1,-1,-1
4,-1,66.11,183.6,21.75,21.53,0.06,-1,-1,-1
4,-1,230.04,207.27,29.81,25.95,0.06,-1,-1,-1
4,-1,188.72,140.73,20.14,19.33,0.05,-1,-1,-1
5,-1,322.3,101.4,41.02,41.92,0.75,-1,-1,-1
5,-1,304.54,199.76,49.49,39.97,0.68,-1,-1,-1
5,-1,328.44,9.65,45.83,39.45,0.57,-1,-1,-1
5,-1,63.9,210.31,25.62,24.28,0.29,-1,-1,-1
5,-1,103.77,169.08,23.38,23.64,0.19,-1,-1,-1
5,-1,175.59,230.25,24.43,24.21,0.18,-1,-1,-1
5,-1,117.07,128.74,21.75,20.37,0.15,-1,-1,-1
5,-1,126.68,45.02,21.35,20.77,0.13,-1,-1,-1
5,-1,222.7,114.43,20.16,20.0,0.1,-1,-1,-1
5,-1,340.86,152.48,24.22,22.21,0.09,-1,-1,-1
5,-1,66.69,183.36,22.04,21.58,0.09,-1,-1,-1
5,-1,292.41,79.27,21.93,22.26,0.08,-1,-1,-1
5,-1,233.5,255.53,22.72,22.55,0.08,-1,-1,-1
5,-1,306.48,69.04,21.05,21.28,0.07,-1,-1,-1
5,-1,280.29,202.01,45.1,41.91,0.07,-1,-1,-1
5,-1,184.96,211.61,22.5,21.61,0.07,-1,-1,-1
5,-1,133.37,237.48,33.65,34.21,0.07,-1,-1,-1
5,-1,163.8,173.05,22.19,21.19,0.06,-1,-1,-1
5,-1,188.48,141.68,20.4,19.47,0.06,-1,-1,-1
5,-1,229.55,208.06,30.17,26.2,0.06,-1,-1,-1
5,-1,305.21,153.28,21.76,21.04,0.05,-1,-1,-1
5,-1,331.61,212.77,29.72,31.82,0.05,-1,-1,-1
6,-1,321.04,102.67,40.79,40.68,0.76,-1,-1,-1
6,-1,304.56,203.0,46.86,38.23,0.59,-1,-1,-1
6,-1,329.55,11.4,45.68,39.61,0.44,-1,-1,-1
6,-1,125.43,45.28,22.59,22.15,0.18,-1,-1,-1
6,-1,62.89,211.87,27.13,25.49,0.17,-1,-1,-1
6,-1,103.24,168.96,24.01,23.93,0.17,-1,-1,-1
6,-1,175.01,229.46,23.86,23.63,0.16,-1,-1,-1
6,-1,222.35,114.89,20.43,20.05,0.13,-1,-1,-1
6,-1,115.78,137.02,20.54,20.04,0.1,-1,-1,-1
6,-1,340.51,152.81,24.62,22.58,0.09,-1,-1,-1
6,-1,280.75,203.09,43.93,40.72,0.08,-1,-1,-1
6,-1,304.3,76.25,22.11,21.97,0.08,-1,-1,-1
6,-1,292.57,80.55,21.79,22.18,0.07,-1,-1,-1
6,-1,329.14,214.12,31.55,29.58,0.07,-1,-1,-1
6,-1,163.38,173.74,21.31,20.33,0.07,-1,-1,-1
6,-1,66.87,184.43,21.59,21.29,0.06,-1,-1,-1
6,-1,233.7,257.1,22.82,22.3,0.06,-1,-1,-1
6,-1,133.36,238.82,33.85,35.51,0.06,-1,-1,-1
6,-1,151.35,140.29,20.07,19.45,0.06,-1,-1,-1
6,-1,306.79,102.67,21.13,21.77,0.06,-1,-1,-1
6,-1,222.37,157.93,22.52,21.91,0.06,-1,-1,-1
6,-1,328.46,186.28,22.94,20.89,0.06,-1,-1,-1
6,-1,187.62,141.67,20.38,19.31,0.05,-1,-1,-1
6,-1,305.19,153.38,21.74,21.07,0.05,-1,-1,-1
6,-1,313.79,68.58,21.26,20.87,0.05,-1,-1,-1
6,-1,229.71,208.01,29.98,25.99,0.05,-1,-1,-1
6,-1,185.34,212.33,22.03,21.34,0.05,-1,-1,-1
7,-1,322.29,105.32,39.38,38.8,0.75,-1,-1,-1
7,-1,329.15,13.13,45.24,39.25,0.47,-1,-1,-1
7,-1,322.55,212.69,33.25,28.23,0.41,-1,-1,-1
7,-1,62.84,212.42,27.81,26.08,0.29,-1,-1,-1
7,-1,174.69,229.51,24.7,24.86,0.24,-1,-1,-1
7,-1,102.4,169.74,23.49,23.5,0.2,-1,-1,-1
7,-1,117.23,128.43,21.1,19.94,0.15,-1,-1,-1
7,-1,302.82,205.69,31.79,29.3,0.14,-1,-1,-1
7,-1,329.02,186.3,22.17,20.33,0.13,-1,-1,-1
7,-1,67.08,184.43,22.36,21.78,0.12,-1,-1,-1
7,-1,340.41,153.37,24.55,22.13,0.12,-1,-1,-1
7,-1,221.91,116.07,20.58,20.06,0.1,-1,-1,-1
7,-1,317.84,101.94,26.88,25.68,0.1,-1,-1,-1
7,-1,292.24,81.25,21.9,22.24,0.09,-1,-1,-1
7,-1,304.2,76.86,21.87,21.48,0.08,-1,-1,-1
7,-1,232.61,257.84,23.46,22.91,0.07,-1,-1,-1
7,-1,125.55,46.09,21.98,21.48,0.07,-1,-1,-1
7,-1,162.54,174.5,21.16,20.0,0.07,-1,-1,-1
