1,-1,190.09,224.78,120.26,110.47,0.58,-1,-1,-1
1,-1,246.68,29.67,25.56,23.62,0.48,-1,-1,-1
1,-1,484.44,184.83,23.84,22.53,0.35,-1,-1,-1
1,-1,548.84,201.61,45.67,56.88,0.33,-1,-1,-1
1,-1,399.88,141.04,21.88,20.52,0.32,-1,-1,-1
1,-1,272.45,135.31,93.8,85.5,0.31,-1,-1,-1
1,-1,361.1,77.87,24.08,22.78,0.21,-1,-1,-1
1,-1,471.62,122.55,22.28,20.81,0.14,-1,-1,-1
1,-1,359.12,181.63,35.94,27.88,0.14,-1,-1,-1
1,-1,147.82,113.73,21.44,20.42,0.14,-1,-1,-1
1,-1,390.04,64.1,24.32,22.6,0.13,-1,-1,-1
1,-1,122.87,214.17,27.62,32.62,0.12,-1,-1,-1
1,-1,149.39,41.51,22.09,20.6,0.1,-1,-1,-1
1,-1,0.0,37.32,33.89,46.79,0.1,-1,-1,-1
1,-1,305.83,314.39,23.22,20.86,0.1,-1,-1,-1
1,-1,42.76,153.9,34.61,36.06,0.09,-1,-1,-1
1,-1,558.72,11.62,35.79,45.38,0.08,-1,-1,-1
1,-1,330.79,90.3,21.05,19.82,0.07,-1,-1,-1
1,-1,88.53,185.65,21.96,21.54,0.07,-1,-1,-1
1,-1,148.78,220.54,28.02,27.34,0.07,-1,-1,-1
1,-1,481.27,16.1,22.8,21.75,0.07,-1,-1,-1
1,-1,231.71,219.36,20.58,19.76,0.06,-1,-1,-1
1,-1,531.86,20.43,20.93,20.67,0.06,-1,-1,-1
1,-1,250.45,218.18,73.7,72.19,0.06,-1,-1,-1
1,-1,504.73,45.48,24.45,23.25,0.06,-1,-1,-1
1,-1,574.16,87.73,20.35,27.35,0.06,-1,-1,-1
1,-1,54.61,201.12,21.78,20.2,0.05,-1,-1,-1
1,-1,184.93,151.11,21.01,20.41,0.05,-1,-1,-1
1,-1,225.19,129.77,90.47,83.81,0.05,-1,-1,-1
1,-1,0.0,67.64,45.26,71.27,0.05,-1,-1,-1
1,-1,139.58,150.19,19.92,18.78,0.05,-1,-1,-1
2,-1,189.45,224.58,120.07,110.67,0.58,-1,-1,-1
2,-1,246.64,29.62,25.22,23.26,0.41,-1,-1,-1
2,-1,549.15,201.8,45.36,56.43,0.35,-1,-1,-1
2,-1,484.37,185.0,23.55,22.46,0.34,-1,-1,-1
2,-1,399.76,140.77,21.73,20.41,0.28,-1,-1,-1
2,-1,272.44,135.28,93.36,85.31,0.27,-1,-1,-1
2,-1,147.12,113.29,21.88,20.92,0.17,-1,-1,-1
2,-1,305.38,314.58,23.89,20.67,0.16,-1,-1,-1
2,-1,359.31,181.7,35.77,27.97,0.14,-1,-1,-1
2,-1,0.0,37.84,32.85,45.54,0.13,-1,-1,-1
2,-1,361.05,78.22,23.26,21.98,0.1,-1,-1,-1
2,-1,42.54,153.63,35.2,36.22,0.09,-1,-1,-1
2,-1,471.72,122.91,21.79,20.42,0.09,-1,-1,-1
2,-1,148.49,40.99,22.74,21.09,0.09,-1,-1,-1
2,-1,390.07,63.87,23.93,22.4,0.09,-1,-1,-1
2,-1,121.97,213.91,27.8,33.98,0.07,-1,-1,-1
2,-1,481.51,15.6,23.0,21.86,0.06,-1,-1,-1
2,-1,330.97,90.59,20.7,19.64,0.06,-1,-1,-1
2,-1,259.44,223.39,60.38,60.59,0.06,-1,-1,-1
2,-1,29.89,45.2,21.34,19.8,0.06,-1,-1,-1
2,-1,231.86,219.69,20.44,19.69,0.06,-1,-1,-1
2,-1,139.06,150.34,19.85,18.81,0.05,-1,-1,-1
2,-1,185.34,150.73,20.8,20.23,0.05,-1,-1,-1
2,-1,532.48,20.47,20.66,20.3,0.05,-1,-1,-1
