1,1,261.77,222.52,42.135,41.055,1,1,1
1,2,363.32,222.52,47.537,46.457,1,1,1
1,3,373.05,170.66,43.215,34.572,1,1,1
2,1,260.23,222.52,42.135,41.055,1,1,1
2,2,361.56,222.75,47.537,46.457,1,1,1
2,3,371.57,170.66,43.215,34.572,1,1,1
3,1,258.7,222.52,42.135,41.055,1,1,1
3,2,359.8,222.97,47.537,46.457,1,1,1
3,3,370.09,170.66,43.215,34.572,1,1,1
4,1,257.16,222.52,42.135,41.055,1,1,1
4,2,358.03,223.2,47.537,46.457,1,1,1
4,3,368.61,170.66,43.215,34.572,1,1,1
5,1,255.63,222.52,42.135,41.055,1,1,1
5,2,356.27,223.43,47.537,46.457,1,1,1
5,3,367.13,170.66,43.215,34.572,1,1,1
6,1,254.09,222.52,42.135,41.055,1,1,1
6,2,354.51,223.66,47.537,46.457,1,1,1
6,3,365.65,170.66,43.215,34.572,1,1,1
7,1,252.56,222.52,42.135,41.055,1,1,1
7,2,352.75,223.88,47.537,46.457,1,1,1
7,3,364.18,170.66,43.215,34.572,1,1,1
8,1,251.02,222.52,42.135,41.055,1,1,1
8,2,350.98,224.11,47.537,46.457,1,1,1
8,3,362.7,170.66,43.215,34.572,1,1,1
9,1,249.48,222.52,42.135,41.055,1,1,1
9,2,349.22,224.34,47.537,46.457,1,1,1
9,3,361.22,170.66,43.215,34.572,1,1,1
10,1,247.95,222.52,42.135,41.055,1,1,1
10,2,347.46,224.57,47.537,46.457,1,1,1
10,3,359.74,170.66,43.215,34.572,1,1,1
11,1,246.41,222.52,42.135,41.055,1,1,1
11,2,345.7,224.79,47.537,46.457,1,1,1
11,3,358.26,170.66,43.215,34.572,1,1,1
12,1,244.88,222.52,42.135,41.055,1,1,1
12,2,343.93,225.02,47.537,46.457,1,1,1
12,3,356.78,170.66,43.215,34.572,1,1,1
13,1,243.34,222.52,42.135,41.055,1,1,1
13,2,342.17,225.25,47.537,46.457,1,1,1
13,3,355.31,170.66,43.215,34.572,1,1,1
14,1,241.81,222.52,42.135,41.055,1,1,1
14,2,340.41,225.48,47.537,46.457,1,1,1
14,3,353.83,170.66,43.215,34.572,1,1,1
15,1,240.27,222.52,42.135,41.055,1,1,1
15,2,338.64,225.7,47.537,46.457,1,1,1
15,3,352.35,170.66,43.215,34.572,1,1,1
16,1,238.74,222.52,42.135,41.055,1,1,1
16,2,336.88,225.93,47.537,46.457,1,1,1
16,3,350.87,170.66,43.215,34.572,1,1,1
17,1,237.2,222.52,42.135,41.055,1,1,1
17,2,335.12,226.16,47.537,46.457,1,1,1
17,3,349.39,170.66,43.215,34.572,1,1,1
18,1,235.67,222.52,42.135,41.055,1,1,1
18,2,333.36,226.39,47.537,46.457,1,1,1
